date,city,co_mean,co_aqi,no2_mean,no2_aqi,so2_mean,so2_aqi,pm2_5_mean,pm2_5_aqi,o3_mean,o3_aqi,temp,humidity,windspeed,max_aqi,year,Main_Pollutant,aqi_level_bin,aqi_level
11/17/2024,Erie,0.3,3,21.55,22,0.25,0,7.85,51,0.03,29,49.3,67.7,14.7,51,2024,PM2.5,1,unhealthy
11/18/2024,Erie,0.4,5,24.4,23,0.5,0,13.7,64,0.03,24,51.9,77.4,9,64,2024,PM2.5,1,unhealthy
11/19/2024,Erie,0.4,5,20.1,19,0.05,0,7.28,49,0.02,19,54.4,70.1,14.6,49,2024,PM2.5,0,healthy
11/20/2024,Erie,0.3,3,17.6,18,0.1,0,7.04,53,0.03,26,53.9,80.2,24.7,53,2024,PM2.5,1,unhealthy
11/21/2024,Erie,0.2,2,23.65,27,0.3,0,3.62,29,0.02,23,38.7,71.1,14.6,29,2024,PM2.5,0,healthy
11/22/2024,Erie,0.2,2,9.1,9,0.15,0,2.8,23,0.02,22,43.1,78.4,19.5,23,2024,PM2.5,0,healthy
11/23/2024,Erie,0.3,3,23.95,23,0.35,0,3.58,32,0.02,20,45.9,76.4,18.3,32,2024,PM2.5,0,healthy
11/24/2024,Erie,0.35,5,26.75,25,0.25,0,3.38,31,0.03,28,43.8,75.8,15.9,31,2024,PM2.5,0,healthy
11/25/2024,Erie,0.45,6,25.25,24,0.4,0,8.15,53,0.02,21,45.3,75.4,14.7,53,2024,PM2.5,1,unhealthy
11/26/2024,Erie,0.25,3,13.8,14,0.65,0,5.37,44,0.02,21,45.5,70,21.8,44,2024,PM2.5,0,healthy
11/27/2024,Erie,0.35,5,26.45,25,0.9,1,6.08,39,0.02,22,41.5,65.7,13.6,39,2024,PM2.5,0,healthy
11/28/2024,Erie,0.35,5,15.55,19,0.4,0,4.32,35,0.03,30,39.3,77.6,16.8,35,2024,PM2.5,0,healthy
11/29/2024,Erie,0.2,3,5.6,7,0.6,0,3.02,31,0.03,26,30.2,86.5,19.3,31,2024,PM2.5,0,healthy
11/30/2024,Erie,0.2,3,6,8,0.55,0,5.28,38,0.03,27,25.5,72.7,22.6,38,2024,PM2.5,0,healthy
12/1/2024,Erie,0.25,3,9.7,9,1.5,3,5.82,39,0.03,24,25.2,80,16.4,39,2024,PM2.5,0,healthy
12/2/2024,Erie,0.35,5,22.1,21,1.45,1,3.83,39,,,30.2,79.8,13.9,39,2024,PM2.5,0,healthy
12/3/2024,Erie,0.25,3,14.4,13,0.7,0,5.55,36,0.04,33,33.7,68.9,18,36,2024,PM2.5,0,healthy
12/4/2024,Erie,0.2,2,8.9,9,0.45,0,8.7,57,0.03,25,30.3,68.4,24.8,57,2024,PM2.5,1,unhealthy
12/5/2024,Erie,0.25,3,22,25,0.45,0,4.95,43,0.03,29,30.5,76.1,28.3,43,2024,PM2.5,0,healthy
12/6/2024,Erie,0.2,3,24.45,25,0.8,1,3.75,30,0.04,32,28.4,66.9,18,32,2024,O3,0,healthy
12/7/2024,Erie,0.2,2,8.6,9,0.85,0,8.48,55,0.03,25,30.9,62.9,23.8,55,2024,PM2.5,1,unhealthy
12/8/2024,Erie,0.2,2,24.9,24,0.7,0,6.96,54,0.02,21,41.6,67.6,20.6,54,2024,PM2.5,1,unhealthy
12/9/2024,Erie,0.3,3,26.9,27,0.2,0,9.48,55,0.02,18,44.5,86.3,14.6,55,2024,PM2.5,1,unhealthy
12/10/2024,Erie,0.3,3,23.3,22,0.15,0,11.65,59,0.02,15,42.7,91.7,8.8,59,2024,PM2.5,1,unhealthy
12/11/2024,Erie,0.2,2,20.05,19,0.45,0,8.48,52,0.03,27,36.1,85.6,20.4,52,2024,PM2.5,1,unhealthy
12/12/2024,Erie,0.2,2,12.35,12,0.45,0,5.68,52,0.03,29,20.1,73.4,24.5,52,2024,PM2.5,1,unhealthy
12/13/2024,Erie,0.45,6,35.3,34,0.6,0,7.58,53,0.03,30,19.9,80.4,13.7,53,2024,PM2.5,1,unhealthy
12/14/2024,Erie,0.45,6,29.3,27,0.4,0,6.07,55,0.03,31,23.4,64.8,12.6,55,2024,PM2.5,1,unhealthy
12/15/2024,Erie,0.35,5,33.2,32,0.65,0,10.72,63,0.02,23,35,70.5,22.9,63,2024,PM2.5,1,unhealthy
12/16/2024,Erie,0.25,3,20.1,24,0.25,0,3.48,28,0.03,27,44.9,87.4,22.4,28,2024,PM2.5,0,healthy
12/17/2024,Erie,0.2,2,7.35,8,0.05,0,8.82,55,0.02,22,42.2,75.9,20.6,55,2024,PM2.5,1,unhealthy
12/18/2024,Erie,0.25,3,22.05,23,0.1,0,11.65,63,0.02,20,36.5,84.6,12.6,63,2024,PM2.5,1,unhealthy
12/19/2024,Erie,0.2,2,15.15,15,0.3,0,4.6,38,0.03,30,32.9,71.9,14.7,38,2024,PM2.5,0,healthy
12/20/2024,Erie,0.2,2,13.95,14,0.1,0,4.53,38,0.04,32,31.7,85.9,17.9,38,2024,PM2.5,0,healthy
12/21/2024,Erie,0.2,2,11.5,11,0.25,0,3.95,41,0.04,34,23.8,64.8,14.7,41,2024,PM2.5,0,healthy
12/22/2024,Erie,0.3,3,29.7,28,0.4,0,6.25,48,0.04,32,18.4,66.2,12.6,48,2024,PM2.5,0,healthy
12/23/2024,Erie,0.3,3,24.8,25,1.1,1,7.1,44,0.03,31,27.8,58.3,24.6,44,2024,PM2.5,0,healthy
12/24/2024,Erie,0.3,3,14.15,14,0.35,0,12.48,64,0.03,27,36.3,86.8,16.9,64,2024,PM2.5,1,unhealthy
12/25/2024,Erie,0.25,3,13.75,15,0.1,0,7.58,51,0.03,28,33.8,80.4,6.8,51,2024,PM2.5,1,unhealthy
12/26/2024,Erie,0.3,3,25.8,25,0.15,0,8.69,62,0.03,31,35.7,76.7,10.2,62,2024,PM2.5,1,unhealthy
12/27/2024,Erie,0.5,6,33.4,32,0.3,0,10.28,59,0.03,27,43.1,63.5,17.9,59,2024,PM2.5,1,unhealthy
12/28/2024,Erie,0.45,6,23.55,22,0.1,0,10.6,58,0.03,26,52,76.6,20.2,58,2024,PM2.5,1,unhealthy
12/29/2024,Erie,0.3,3,23,23,0,0,5.58,38,0.04,33,53.6,83.7,24,38,2024,PM2.5,0,healthy
12/30/2024,Erie,0.2,2,4.95,6,0,0,3.92,43,0.03,27,40.7,78.4,34.3,43,2024,PM2.5,0,healthy
12/31/2024,Erie,0.3,3,20.7,24,0.2,0,8.15,53,,,41.6,78.1,11.5,53,2024,PM2.5,1,unhealthy
1/1/2024,Monroe,0.2,2,7.9,7,0,0,2.65,19,0.03,24,43.3,61.7,16,24,2024,O3,0,healthy
1/2/2024,Monroe,0.25,3,11.9,10,0,0,6.1,36,0.03,26,39.2,66.2,8,36,2024,PM2.5,0,healthy
1/3/2024,Monroe,0.25,3,15.4,14,0,0,8.05,50,0.02,16,46.4,60.8,6.9,50,2024,PM2.5,0,healthy
1/4/2024,Monroe,0.2,2,14.9,13,0,0,3.12,21,0.03,31,42.9,69.2,11.4,31,2024,O3,0,healthy
1/5/2024,Monroe,0.25,3,13.5,12,0.2,0,8.6,52,0.03,30,39.9,85,14.9,52,2024,PM2.5,1,unhealthy
1/6/2024,Monroe,0.25,3,11.6,10,0.1,0,10.1,54,0.03,25,44,84.3,13.8,54,2024,PM2.5,1,unhealthy
1/7/2024,Monroe,0.2,2,22.8,21,0.1,0,7.9,52,0.02,20,45,73.8,10.2,52,2024,PM2.5,1,unhealthy
1/8/2024,Monroe,0.45,6,31.1,29,0.5,0,13.8,61,0.02,21,50.7,79.1,16.1,61,2024,PM2.5,1,unhealthy
1/9/2024,Monroe,0.4,5,19.3,18,0,0,5,31,0.03,30,44.2,65.3,25.2,31,2024,PM2.5,0,healthy
1/10/2024,Monroe,0.2,2,7.6,7,0,0,1.7,12,0.03,25,45.8,57.5,14.9,25,2024,O3,0,healthy
1/11/2024,Monroe,0.25,3,14.6,13,0,0,6.9,44,0.02,21,58.5,72.9,12.7,44,2024,PM2.5,0,healthy
1/12/2024,Monroe,0.25,3,20.8,19,0,0,6.55,38,0.03,25,52.4,66.9,26.8,38,2024,PM2.5,0,healthy
1/13/2024,Monroe,0.2,2,10.8,9,0,0,2.35,15,0.03,31,40.8,54.1,10.3,31,2024,O3,0,healthy
1/14/2024,Monroe,0.15,2,6.7,6,0,0,3.55,21,0.03,26,32.5,62.1,17.1,26,2024,O3,0,healthy
1/15/2024,Monroe,0.25,3,19.4,18,0.1,0,8.25,53,0.03,27,20.3,79.2,18.3,53,2024,PM2.5,1,unhealthy
1/16/2024,Monroe,0.25,3,20.1,19,0.1,0,8.35,53,0.03,31,20.8,57.5,16,53,2024,PM2.5,1,unhealthy
1/17/2024,Monroe,0.25,3,15.9,14,0.2,0,6.75,43,0.04,32,25.3,58.7,8,43,2024,PM2.5,0,healthy
1/18/2024,Monroe,0.25,3,18.6,17,0.3,0,9.25,53,0.03,26,43.4,72,12.7,53,2024,PM2.5,1,unhealthy
1/19/2024,Monroe,0.3,3,20.7,19,0.1,0,7.32,44,0.03,30,38.2,67.1,19.6,44,2024,PM2.5,0,healthy
1/20/2024,Monroe,0.2,2,11.3,10,0,0,3.05,18,0.03,29,27.1,56,13.8,29,2024,O3,0,healthy
1/21/2024,Monroe,0.25,3,19.1,18,0.2,0,4.35,29,0.03,31,30.5,53.3,13.8,31,2024,O3,0,healthy
1/22/2024,Monroe,0.25,3,20.1,19,0.4,0,8,55,0.03,31,45.2,67.3,11.4,55,2024,PM2.5,1,unhealthy
1/23/2024,Monroe,0.3,3,22.8,21,0.3,0,14.6,64,0.02,22,62.1,89.9,11.4,64,2024,PM2.5,1,unhealthy
1/24/2024,Monroe,0.45,6,24.2,23,0.1,0,16.55,66,0.01,13,62.5,94.7,10.2,66,2024,PM2.5,1,unhealthy
1/25/2024,Monroe,0.4,5,18.8,17,0,0,7.8,44,0.01,12,61.1,88.8,9.1,44,2024,PM2.5,0,healthy
1/26/2024,Monroe,0.3,3,12.6,11,0,0,3.15,19,0.02,18,55.3,92.1,14.9,19,2024,PM2.5,0,healthy
1/27/2024,Monroe,0.35,5,15.7,14,0,0,7.65,43,0.01,10,53.3,87.9,14.9,43,2024,PM2.5,0,healthy
1/28/2024,Monroe,0.3,3,8,8,0,0,4.1,27,0.03,25,47,75.2,13.8,27,2024,PM2.5,0,healthy
1/29/2024,Monroe,0.25,3,19.2,18,0,0,2.5,16,0.02,23,48.2,68.8,4.7,23,2024,O3,0,healthy
1/30/2024,Monroe,0.35,5,18.9,17,0,0,6.55,38,0.02,23,58,56.9,16,38,2024,PM2.5,0,healthy
1/31/2024,Monroe,0.4,5,20,19,0.1,0,9.68,54,0.02,21,52.6,65.2,9.1,54,2024,PM2.5,1,unhealthy
2/1/2024,Monroe,0.25,3,12.3,11,0,0,6.85,39,0.02,20,52.5,67.7,8,39,2024,PM2.5,0,healthy
2/2/2024,Monroe,0.25,3,8.7,8,0,0,3.6,21,0.02,20,57,62.3,8.1,21,2024,PM2.5,0,healthy
2/3/2024,Monroe,0.3,3,22.6,21,0,0,4.55,26,0.03,25,54.9,83,13.8,26,2024,PM2.5,0,healthy
2/4/2024,Monroe,0.45,6,24.6,23,0.5,0,10.4,54,0.02,19,54.4,85.9,17.1,54,2024,PM2.5,1,unhealthy
2/5/2024,Monroe,0.4,5,27.2,25,0.1,0,7.15,40,0.03,29,53.8,66.7,21.8,40,2024,PM2.5,0,healthy
2/6/2024,Monroe,0.65,8,37.8,35,0.7,0,5.15,31,0.04,34,51,58.5,9.1,35,2024,NO2,0,healthy
2/7/2024,Monroe,0.45,6,27.6,25,0.3,0,7.6,44,0.02,23,53.7,61.9,10.3,44,2024,PM2.5,0,healthy
2/8/2024,Monroe,0.5,6,25.1,24,0.6,0,7.15,41,0.03,24,60.3,77.9,11,41,2024,PM2.5,0,healthy
2/9/2024,Monroe,0.35,5,15.1,14,0.3,0,8.18,48,0.04,34,65.5,87.2,12.7,48,2024,PM2.5,0,healthy
2/10/2024,Monroe,0.3,3,6.2,6,0.1,0,8.8,51,0.03,27,62.5,92.1,17.1,51,2024,PM2.5,1,unhealthy
2/11/2024,Monroe,0.2,2,7.6,7,0,0,4.25,26,0.02,21,55.1,91.2,20,26,2024,PM2.5,0,healthy
2/12/2024,Monroe,0.2,2,13.1,12,0,0,7.62,47,0.02,22,48.5,79.6,24,47,2024,PM2.5,0,healthy
2/13/2024,Monroe,0.25,3,20.2,19,0.1,0,6.2,36,0.04,33,47.9,65.9,9.1,36,2024,PM2.5,0,healthy
2/14/2024,Monroe,0.2,2,15,14,0,0,2.65,17,0.04,35,50.9,64.5,6.9,35,2024,O3,0,healthy
2/15/2024,Monroe,0.3,3,28.1,26,0.1,0,6.08,43,0.03,31,57.6,71,10.3,43,2024,PM2.5,0,healthy
2/16/2024,Monroe,0.25,3,10.2,9,0.1,0,3.35,23,0.03,27,61.6,73.3,21.8,27,2024,O3,0,healthy
2/17/2024,Monroe,0.2,2,18.8,17,0,0,3.05,21,0.03,31,41.2,58.6,21.8,31,2024,O3,0,healthy
2/18/2024,Monroe,0.2,2,6.4,6,0,0,6.58,41,0.04,32,41.4,53.1,8,41,2024,PM2.5,0,healthy
2/19/2024,Monroe,0.3,3,27.8,25,0.1,0,3.1,21,0.04,34,46.3,56.4,10.2,34,2024,O3,0,healthy
2/20/2024,Monroe,0.3,3,24.3,23,0.2,0,5.5,36,0.04,37,56,64.2,8,37,2024,O3,0,healthy
2/21/2024,Monroe,0.3,3,24.4,23,0.5,0,12.12,61,0.04,39,63.6,71,21.8,61,2024,PM2.5,1,unhealthy
2/22/2024,Monroe,0.3,3,11.2,10,0.2,0,11.35,57,0.04,33,67.2,69.1,20.7,57,2024,PM2.5,1,unhealthy
2/23/2024,Monroe,0.3,3,13.9,12,0.2,0,11.2,56,0.04,39,64.4,51,16,56,2024,PM2.5,1,unhealthy
2/24/2024,Monroe,0.2,2,9,8,0,0,2.7,18,0.04,35,58.9,42.8,15,35,2024,O3,0,healthy
2/25/2024,Monroe,0.2,2,19.2,18,0.3,0,2.9,17,0.04,35,63,46.2,21.8,35,2024,O3,0,healthy
2/26/2024,Monroe,0.2,2,17.8,16,0.4,0,6.75,39,0.04,33,68.7,68.5,18.3,39,2024,PM2.5,0,healthy
2/27/2024,Monroe,0.45,6,28.2,26,0.3,0,11.38,57,0.05,45,74.6,64.5,27.6,57,2024,PM2.5,1,unhealthy
2/28/2024,Monroe,0.2,2,7.7,7,0,0,7.25,44,0.03,31,62.7,53.6,25.1,44,2024,PM2.5,0,healthy
2/29/2024,Monroe,0.2,2,20.7,19,0.1,0,3.1,19,0.04,33,49,40,14.9,33,2024,O3,0,healthy
3/1/2024,Monroe,0.3,3,21.8,20,0.2,0,4.72,31,0.04,37,49.5,79.3,9.1,37,2024,O3,0,healthy
3/2/2024,Monroe,0.3,3,16.7,15,0.1,0,5.9,36,0.03,25,54.9,83.5,6.9,36,2024,PM2.5,0,healthy
3/3/2024,Monroe,0.4,5,23.3,22,0,0,5.8,35,0.04,32,66,80.9,9.1,35,2024,PM2.5,0,healthy
3/4/2024,Monroe,0.25,3,11.1,10,0,0,5.45,39,0.04,36,69.6,83.5,10.3,39,2024,PM2.5,0,healthy
3/5/2024,Monroe,0.25,3,10.8,9,0,0,3.5,21,0.04,34,65.3,82.8,11.8,34,2024,O3,0,healthy
3/6/2024,Monroe,0.2,2,8.9,8,0,0,2.95,17,0.03,27,61,86,13.8,27,2024,O3,0,healthy
3/7/2024,Monroe,0.2,2,25.9,24,0,0,2.42,15,0.04,33,63.3,84.3,9.1,33,2024,O3,0,healthy
3/8/2024,Monroe,0.4,5,25.4,24,0.1,0,3.45,20,0.04,33,64.4,86.6,12.7,33,2024,O3,0,healthy
3/9/2024,Monroe,0.2,2,7.3,7,0,0,2.65,17,0.04,34,56.5,81.2,15,34,2024,O3,0,healthy
3/10/2024,Monroe,0.2,2,8,8,0,0,2.28,16,0.04,34,53.1,58.3,8,34,2024,O3,0,healthy
3/11/2024,Monroe,0.2,2,8.7,8,0.1,0,2.7,16,0.04,38,54.5,58.5,4.7,38,2024,O3,0,healthy
3/12/2024,Monroe,0.4,5,31.7,29,0.5,0,8.5,47,,,58.8,67.9,11.4,47,2024,PM2.5,0,healthy
3/13/2024,Monroe,0.35,5,25.5,24,0.4,0,15.57,81,0.06,51,70,74,12.7,81,2024,PM2.5,1,unhealthy
3/14/2024,Monroe,0.35,5,23.2,22,0.1,0,10.8,54,0.04,42,75.3,72.3,13.8,54,2024,PM2.5,1,unhealthy
3/15/2024,Monroe,0.25,3,9.6,8,0,0,4.2,27,0.04,39,67.4,85.4,13.8,39,2024,O3,0,healthy
3/16/2024,Monroe,0.2,2,7.3,7,0,0,3.88,29,0.04,38,63.4,77.4,16,38,2024,O3,0,healthy
3/17/2024,Monroe,0.2,2,5.7,5,0,0,2.7,18,0.04,34,61.1,86.6,9.1,34,2024,O3,0,healthy
3/18/2024,Monroe,0.2,2,10.6,9,0,0,2.75,19,0.04,34,54.7,48.5,19.6,34,2024,O3,0,healthy
3/19/2024,Monroe,0.25,3,11.2,10,0,0,5.2,44,0.04,33,49.8,56,9.2,44,2024,PM2.5,0,healthy
3/20/2024,Monroe,0.2,2,12.7,11,0,0,5.05,37,0.04,32,57.8,55.9,8,37,2024,PM2.5,0,healthy
3/21/2024,Monroe,0.2,2,6.8,6,0,0,2.2,16,0.04,32,61.9,62.5,7,32,2024,O3,0,healthy
3/22/2024,Monroe,0.25,3,29,27,0.1,0,3.92,36,0.04,34,56.2,87.5,10.3,36,2024,PM2.5,0,healthy
3/23/2024,Monroe,0.2,2,17.4,16,0,0,4.75,32,0.04,33,56.6,71.2,16,33,2024,O3,0,healthy
3/24/2024,Monroe,0.2,2,8.6,8,0.1,0,2.55,18,0.04,39,57,64.8,10.3,39,2024,O3,0,healthy
3/25/2024,Monroe,0.2,2,10.5,9,0.2,0,4,28,0.04,42,64.7,80.3,23,42,2024,O3,0,healthy
3/26/2024,Monroe,0.2,2,12,11,0.2,0,4.9,32,0.04,39,56.4,65.3,10.2,39,2024,O3,0,healthy
3/27/2024,Monroe,0.2,2,14.7,13,0.1,0,6.85,45,0.03,29,53.1,62.9,10.3,45,2024,PM2.5,0,healthy
3/28/2024,Monroe,0.25,3,13.9,12,0.1,0,7.85,54,0.04,37,56.5,56.9,6.9,54,2024,PM2.5,1,unhealthy
3/29/2024,Monroe,0.2,2,31,29,0,0,5.95,39,0.03,31,61.9,57.9,13.8,39,2024,PM2.5,0,healthy
3/30/2024,Monroe,0.2,2,10.4,9,0,0,3.35,22,0.03,31,67.1,65.3,12.7,31,2024,O3,0,healthy
3/31/2024,Monroe,0.2,2,14.1,13,0.1,0,3.53,27,0.04,34,70.3,76,10.3,34,2024,O3,0,healthy
4/1/2024,Monroe,0.2,2,17.7,16,0,0,5.8,38,0.04,32,74.9,74.6,16,38,2024,PM2.5,0,healthy
4/2/2024,Monroe,0.2,2,8.4,8,0,0,4.4,31,0.04,33,73.8,67.9,21.8,33,2024,O3,0,healthy
4/3/2024,Monroe,0.2,2,10.4,9,0,0,1.9,17,0.03,31,59.7,46.8,28.7,31,2024,O3,0,healthy
4/4/2024,Monroe,0.2,2,9.7,8,0,0,2.35,17,0.03,25,60.8,43.3,17.2,25,2024,O3,0,healthy
4/5/2024,Monroe,0.15,2,12,11,0,0,2.05,15,0.03,25,62.4,44.8,6.9,25,2024,O3,0,healthy
4/6/2024,Monroe,0.2,2,23.1,22,0,0,2.35,17,0.03,30,66,47.7,6.9,30,2024,O3,0,healthy
4/7/2024,Monroe,0.3,3,17.8,16,0,0,3.4,21,0.04,32,72.6,69.9,14.9,32,2024,O3,0,healthy
4/8/2024,Monroe,0.4,5,20.9,19,0.1,0,4.75,30,0.04,32,70.9,86.7,10.1,32,2024,O3,0,healthy
4/9/2024,Monroe,0.35,5,18.8,17,0,0,7.15,45,0.04,42,63.7,85.6,24.2,45,2024,PM2.5,0,healthy
4/10/2024,Monroe,0.3,3,28.8,26,0,0,7.8,52,0.02,22,66.2,86.4,19.7,52,2024,PM2.5,1,unhealthy
4/11/2024,Monroe,0.3,3,14.7,13,0,0,9.05,55,0.03,25,65.3,61.1,24.1,55,2024,PM2.5,1,unhealthy
4/12/2024,Monroe,0.2,2,9.1,8,0,0,1.52,12,0.03,31,63.4,54.3,14.9,31,2024,O3,0,healthy
4/13/2024,Monroe,0.2,2,6.7,6,0,0,1.7,12,0.03,31,68.5,57.9,10.3,31,2024,O3,0,healthy
4/14/2024,Monroe,0.2,2,21.4,20,0,0,4.75,31,0.03,31,71.6,63.7,17.1,31,2024,PM2.5,0,healthy
4/15/2024,Monroe,0.3,3,28.2,26,0,0,4.8,35,0.03,30,72.7,73.2,11.4,35,2024,PM2.5,0,healthy
4/16/2024,Monroe,0.3,3,23.5,22,0,0,4.5,28,0.03,28,76.5,67.8,19.6,28,2024,PM2.5,0,healthy
4/17/2024,Monroe,0.35,5,20.2,19,0,0,5.65,39,0.02,21,74.7,82.5,11.4,39,2024,PM2.5,0,healthy
4/18/2024,Monroe,0.25,3,12.5,11,0,0,6.88,52,0.03,31,76.1,80.3,11.3,52,2024,PM2.5,1,unhealthy
4/19/2024,Monroe,0.25,3,11.2,10,0,0,7.5,49,0.04,36,69.9,88,12.7,49,2024,PM2.5,0,healthy
4/20/2024,Monroe,0.2,2,10.2,9,0.2,0,3.15,20,0.04,33,56.9,87.5,18.2,33,2024,O3,0,healthy
4/21/2024,Monroe,0.2,2,6.4,6,0.5,0,2.7,21,0.04,34,58,67.5,16,34,2024,O3,0,healthy
4/22/2024,Monroe,0.25,3,26,25,0.1,0,4.25,27,0.04,40,57.1,64.8,5.8,40,2024,O3,0,healthy
4/23/2024,Monroe,0.3,3,16.2,15,0.3,0,6.05,39,0.05,49,63.2,61.8,14.9,49,2024,O3,0,healthy
4/24/2024,Monroe,0.3,3,31.6,29,0,0,3.9,27,0.03,30,71.4,73.2,9.2,30,2024,O3,0,healthy
4/25/2024,Monroe,0.35,5,30.2,28,0.1,0,3.75,24,0.03,31,74.1,72.2,10.3,31,2024,O3,0,healthy
4/26/2024,Monroe,0.35,5,25.6,24,0.4,0,4.15,27,0.04,38,75.6,69.4,16,38,2024,O3,0,healthy
4/27/2024,Monroe,0.2,2,13.7,12,0.1,0,5.38,39,0.04,33,79,64.3,16.1,39,2024,PM2.5,0,healthy
4/28/2024,Monroe,0.25,3,12.2,11,0,0,9.9,55,0.04,38,76.9,67.5,11.4,55,2024,PM2.5,1,unhealthy
4/29/2024,Monroe,0.2,2,4.9,4,0,0,4.6,31,0.03,24,70.1,81.7,12.7,31,2024,PM2.5,0,healthy
4/30/2024,Monroe,0.3,3,13.5,12,0,0,4.88,40,0.02,20,72,78.6,6.9,40,2024,PM2.5,0,healthy
5/1/2024,Monroe,0.3,3,13,12,0,0,7.4,49,0.04,34,75.1,73,6.9,49,2024,PM2.5,0,healthy
5/2/2024,Monroe,0.3,3,13.4,12,0.2,0,2.9,19,0.03,31,73.9,80.8,12.7,31,2024,O3,0,healthy
5/3/2024,Monroe,0.2,2,12.5,11,0.1,0,4.1,30,0.04,40,70.4,88.5,10.3,40,2024,O3,0,healthy
5/4/2024,Monroe,0.2,2,7,7,0,0,5.15,34,0.04,35,74.3,79.6,4.7,35,2024,O3,0,healthy
5/5/2024,Monroe,0.2,2,6.9,6,0,0,2.45,17,0.02,22,74,83.1,11.4,22,2024,O3,0,healthy
5/6/2024,Monroe,0.2,2,,,0.1,0,3.53,25,0.04,37,77.3,78.8,10.3,37,2024,O3,0,healthy
5/7/2024,Monroe,0.25,3,,,0,0,3.7,23,0.04,36,80.1,78.7,16.1,36,2024,O3,0,healthy
5/8/2024,Monroe,0.2,2,,,0.1,0,4.1,27,0.05,48,81,77.7,18.3,48,2024,O3,0,healthy
5/9/2024,Monroe,0.15,2,6.7,6,0,0,2.1,16,0.03,27,80.8,79.6,11.3,27,2024,O3,0,healthy
5/10/2024,Monroe,0.2,2,11.9,10,0,0,3.35,22,0.03,28,74.8,63.8,13.8,28,2024,O3,0,healthy
5/11/2024,Monroe,0.25,3,7,7,0,0,3.8,25,0.04,32,72.5,62.3,9.1,32,2024,O3,0,healthy
5/12/2024,Monroe,0.2,2,9.7,8,0,0,3.68,27,0.04,32,68.8,81,10.2,32,2024,O3,0,healthy
5/13/2024,Monroe,0.2,2,11.6,10,0.1,0,5,33,0.04,36,70.3,85.5,9.2,36,2024,O3,0,healthy
5/14/2024,Monroe,0.3,3,13,12,0.4,0,9.05,54,0.05,48,74.7,69.9,16,54,2024,PM2.5,1,unhealthy
5/15/2024,Monroe,0.3,3,10.8,9,0,0,11.28,61,0.03,24,75.1,65.4,9.1,61,2024,PM2.5,1,unhealthy
5/16/2024,Monroe,0.2,2,17.4,16,0,0,7.4,49,0.04,33,73.4,77.3,6.9,49,2024,PM2.5,0,healthy
5/17/2024,Monroe,0.2,2,8.8,8,0,0,4.75,32,0.04,38,73.8,80.6,6.9,38,2024,O3,0,healthy
5/18/2024,Monroe,0.2,2,8.9,8,0,0,4.85,37,0.03,30,78.1,72.1,10.2,37,2024,PM2.5,0,healthy
5/19/2024,Monroe,0.35,5,13.7,12,0,0,7.1,48,0.04,35,79.2,69.1,8,48,2024,PM2.5,0,healthy
5/20/2024,Monroe,0.35,5,10.8,9,0.9,0,9.05,54,0.06,71,79.9,69.6,6.9,71,2024,O3,1,unhealthy
5/21/2024,Monroe,0.35,5,11,10,0,0,9.18,54,0.06,64,80.9,68.2,12.7,64,2024,O3,1,unhealthy
5/22/2024,Monroe,0.25,3,9.8,8,0.2,0,9,54,0.05,46,80.1,75.5,17.1,54,2024,PM2.5,1,unhealthy
5/23/2024,Monroe,0.25,3,12.1,11,0,0,5.45,36,0.05,48,78.1,81.9,16.7,48,2024,O3,0,healthy
5/24/2024,Monroe,0.2,2,11.6,10,0.3,0,6.18,40,0.06,51,83.4,73.7,13.8,51,2024,O3,1,unhealthy
5/25/2024,Monroe,0.3,3,14.2,13,0.1,0,5.6,38,0.03,28,84.3,73.4,10.3,38,2024,PM2.5,0,healthy
5/26/2024,Monroe,0.3,3,6.8,6,0,0,7.25,49,0.05,44,83.8,72.6,18.3,49,2024,PM2.5,0,healthy
5/27/2024,Monroe,0.2,2,4.2,4,0,0,5.65,37,0.04,42,85.1,68.4,11.3,42,2024,O3,0,healthy
5/28/2024,Monroe,0.2,2,8.3,8,0,0,3.75,26,0.04,34,76,77.3,15,34,2024,O3,0,healthy
5/29/2024,Monroe,0.2,2,12.2,11,0,0,5,33,0.04,35,74.7,80.1,8,35,2024,O3,0,healthy
5/30/2024,Monroe,0.3,3,16.9,15,0.1,0,4.42,30,0.04,35,76.6,77.8,8,35,2024,O3,0,healthy
5/31/2024,Monroe,0.2,2,12.9,11,0.4,0,4.8,31,0.05,44,73.8,83.3,15.2,44,2024,O3,0,healthy
6/1/2024,Monroe,0.3,3,14.7,13,0.5,0,6.2,39,0.06,71,78.1,76.6,18.3,71,2024,O3,1,unhealthy
6/2/2024,Monroe,0.3,3,9.5,8,0.4,0,9.48,54,0.04,42,78.5,77.3,6.9,54,2024,PM2.5,1,unhealthy
6/3/2024,Monroe,0.3,3,11.5,10,0,0,7.15,49,0.05,43,77.7,77.1,11.3,49,2024,PM2.5,0,healthy
6/4/2024,Monroe,0.3,3,12.5,11,0,0,6.6,44,0.06,51,71,87,16,51,2024,O3,1,unhealthy
6/5/2024,Monroe,0.3,3,12.1,11,0,0,9.93,57,0.04,40,75.6,80.7,12.7,57,2024,PM2.5,1,unhealthy
6/6/2024,Monroe,0.2,2,11.2,10,0,0,5.4,36,0.05,47,81.5,70.5,11.4,47,2024,O3,0,healthy
